ページ タイトル,ページパス + クエリ文字列,表示回数
PRO-PREP<sup>TM</sup> Protein Extraction Solution (Cell/Tissue)（INB-17081-100ML）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1980843&ServerKey=Primary&selPrice=1,8
"DNAzol<sup>(R)</sup> (for use with tissues, cells and liquid samples)（MOR-DN127-50ML）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=2072844&ServerKey=Primary&selPrice=1,8
ReadiUse<sup>TM</sup> Staurosporine * 1 mM DMSO stock solution*（ABD-80050-100UL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=23041094&ServerKey=Primary&selPrice=1,8
PUREfrex<sup>(R)</sup> 2.0 mini（GFK-PF20101-1KIT[100 μL 反応用]）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=23873575&ServerKey=Primary&selPrice=1,8
Toluidine Blue O salt（SER-36693-25G）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2405374&ServerKey=Primary&selPrice=1,8
ALC-0315（ECL-N1020-5MG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=25200079&ServerKey=Primary&selPrice=1,8
Prime Juice Preloading Fluorescent Stain（GDX-LD0111000-1ML）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=25708629&ServerKey=Primary&selPrice=1,8
Helixyte<sup>TM</sup> Green Fluorimetric dsDNA Quantitation Kit *High Sensitivity*（ABD-17651-1KIT[200 Tests]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=11476114&ServerKey=Primary&selPrice=1,8
Endothelial Cell Medium（SCR-1001-500ML）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2670696&ServerKey=Primary&selPrice=1,8
"GelGreen<sup>(R)</sup> Nucleic Acid Stain, 10, 000X in water (trial size)（BTI-41005T-0.1ML）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=2672041&ServerKey=Primary&selPrice=1,8
Adipocyte Fluorescent Staining kit（PMC-AK19F-1SET[96 well x 10]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2689556&ServerKey=Primary&selPrice=1,8
Alkaline Phosphatase Staining Kit（PMC-AK20-1KIT[12ウェル x 10枚]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=3175279&ServerKey=Primary&selPrice=1,8
RedSafe<sup>TM</sup> Nucleic Acid Staining Solution (EtBr Alternative)（INB-21141-1ML）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=3714650&ServerKey=Primary&selPrice=1,8
Precision<sup>TM</sup> DNA Polymerase (PCR)（APB-G078-500UNIT[100 ul]）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4089965&ServerKey=Primary&selPrice=1,8
Acti-stain<sup>TM</sup> 555 phalloidin（CYT-PHDH1A-1*500UL[300 slides]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4247362&ServerKey=Primary&selPrice=1,8
Acti-stain<sup>TM</sup> 488 phalloidin（CYT-PHDG1A-1*500UL[300 slides]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4247369&ServerKey=Primary&selPrice=1,8
Influenza A H3N2 (A/Aichi/2/1968) Hemagglutinin / HA (ECD)（SIN-11707V08H-100UG）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4542781&ServerKey=Primary&selPrice=1,8
RNAscope<sup>TM</sup> Negative Control Probe-DapB（ADC-310043-1VIAL[for 20 slides]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4612623&ServerKey=Primary&selPrice=1,8
17β-Estradiol ELISA kit（ENZ-ADI900008-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761613&ServerKey=Primary&selPrice=1,8
"Cortical Neural Stem/Progenitor Cells, Donor Lot CxB-1（PSB-23001001-1VIAL[≧1.5×10<sup>6</sup> cells]）（カテゴリ：細胞） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=5511172&ServerKey=Primary&selPrice=1,8
"Albumin Glycation Assay Kit, Glyceraldehyde（CSR-AASAGEK01-1KIT[96 well x 2]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=7074176&ServerKey=Primary&selPrice=1,8
"NA2F Glycan (FA2G2, G2F), APTS Labeled（LUD-CAPTSNA2F01-20PMOL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=7162859&ServerKey=Primary&selPrice=1,8
Picro-Sirius Red Stain Kit (For Collagen)（SCY-PSR2-1KIT[30m ea.]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=7425818&ServerKey=Primary&selPrice=1,8
"DMEM, w: 4.5 g/L Glucose, w: 4 mM L-Glutamine, w: 1.5 g/L NaHCO3, w: 1.0 mM Sodium pyruvate（CLI-820300A-500ML）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=7636236&ServerKey=Primary&selPrice=1,8
Cell Meter<sup>TM</sup> Fluorimetric Mitochondrial Superoxide Activity Assay Kit*Optimized for Microplate Reader*（ABD-22971-1KIT[200 Tests]）（カテゴリ：分離・精製） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=11476150&ServerKey=Primary&selPrice=1,8
Hydroxyproline Assay Kit（QZM-QZBHYPRO1-1KIT[1 plate 96 assays]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=6380685&ServerKey=Primary&selPrice=1,7
RNAscope<sup>TM</sup> EZ-Batch<sup>TM</sup> Slide Processing System（ADC-310007-1UNIT）（カテゴリ：機器、消耗品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=9322812&ServerKey=Primary&selPrice=1,7
Mitochondrial DNA Copy Number Kit（DRD-MCN2-1KIT）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=16526177&ServerKey=Primary&selPrice=1,7
EUKITT<sup>(R)</sup> neo（ORS-6000100030401EN-100ML）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=16632865&ServerKey=Primary&selPrice=1,7
Tear Mucin Assay Kit (O-Glycan Assay Method)（CSR-MUC01T-1KIT[20TEST]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=16862374&ServerKey=Primary&selPrice=1,7
HEL-92.1.7 (Human Hematopoiesis Erythroblast cell line) for Academic user（CLI-300462ACADEMIC-1VIAL）（カテゴリ：細胞） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=17105560&ServerKey=Primary&selPrice=1,7
GFP ELISA Kit（CBL-AKR121-96ASSAY）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1826406&ServerKey=Primary&selPrice=1,7
OxiSelect<sup>TM</sup> Protein Carbonyl ELISA Kit (1 plate)（CBL-STA310-96ASSAY）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1826575&ServerKey=Primary&selPrice=1,7
"Anti ZO-1, Trial Size: 20 UL（PGI-217731AP-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=18620299&ServerKey=Primary&selPrice=1,7
Running Buffer for SDS-Tris-Glycine (10X)（DCB-423468-500ML）（カテゴリ：分離・精製） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1878156&ServerKey=Primary&selPrice=1,7
Biotin Labeling Kit - NH2（DMT-LK03-3PREP.）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1879092&ServerKey=Primary&selPrice=1,7
Plasma (Factor V Deficient)（GK-GK05-5*1ML[5×1_mL]）（カテゴリ：臨床検査試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1909228&ServerKey=Primary&selPrice=1,7
"Alcian Blue, pH 2.5 Stain Kit（DBS-KT003-1KIT[100TEST]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19168002&ServerKey=Primary&selPrice=1,7
"JM109 competent cell, Champion<sup>TM</sup>109 high（SMO-CC0204-24RXN）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=19663854&ServerKey=Primary&selPrice=1,7
Clear C-Shaped Immuno Nonsterile 96-Well Plates（NAL-430341-1PACK[1_パック(5×12_=60_)]）（カテゴリ：機器、消耗品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2073932&ServerKey=Primary&selPrice=1,7
Nunc-Immuno<sup>TM</sup> Plate I（NAL-439454-1PACK[1_パック(5×12_=60_)]）（カテゴリ：機器、消耗品） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2073947&ServerKey=Primary&selPrice=1,7
AuthentiKine<sup>TM</sup> IL6 ELISA Kit（PGI-KE00139-1KIT[96assay]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=21448107&ServerKey=Primary&selPrice=1,7
Yatalase<sup>TM</sup> Fungal Cell Lytic Enzymes（OZK-OZ10EX-2G）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2184891&ServerKey=Primary&selPrice=1,7
Sterile Plasma in ACD（RKL-D519010050-50ML）（カテゴリ：生体試料） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2225766&ServerKey=Primary&selPrice=1,7
Indoxyl sulfate assay kit [NIPRO]（NIP-13200-1KIT）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=22453064&ServerKey=Primary&selPrice=1,7
Streptavidin（PGI-SA000010-200UL）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=22584327&ServerKey=Primary&selPrice=1,7
RNA-Protein Co-Detection Ancillary Kit（ADC-323180-1KIT）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=23858188&ServerKey=Primary&selPrice=1,7
Bluing Reagent（SCY-BRT999-1000ML）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2400364&ServerKey=Primary&selPrice=1,7
Mouse-to-Mouse Blocking Reagent（SCY-MTM008-8ML）（カテゴリ：タンパク質、糖類、ホルモン） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2400531&ServerKey=Primary&selPrice=1,7
Hepatocytes（SCR-5200-1VIAL[1 x 10^6 cells/vial]）（カテゴリ：細胞） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=2670783&ServerKey=Primary&selPrice=1,7
Anti CD90 / Thy1（PGI-271781AP-150UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=26796956&ServerKey=Primary&selPrice=1,7
HepG2 Hepatocellular Carcinoma Expansion Media（CET-MR1010-1BOTTLE[450 mL]）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=27259818&ServerKey=Primary&selPrice=1,7
Anti IL-6（PGI-294441AP-150UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=27306972&ServerKey=Primary&selPrice=1,7
CellEase<sup>(R)</sup> Tissue II（BIC-BCR1000001-50RXN）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=3718218&ServerKey=Primary&selPrice=1,7
"Monoscreen AbELISA Neospora caninum( SRS2) / indirect, double wells（BOX-BIOK1922-96TEST[2-plate kit, 96 samples (strip)]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=4062453&ServerKey=Primary&selPrice=1,7
Serotonin ELISA kit（ENZ-ADI900175-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4761708&ServerKey=Primary&selPrice=1,7
ROS-ID<sup>(R)</sup> Total ROS/Superoxide detection kit（ENZ-ENZ51010-1KIT）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=4767730&ServerKey=Primary&selPrice=1,7
ITS+<sup>TM</sup> Premix（COI-354352-20ML[2L]）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=12614594&ServerKey=Primary&selPrice=1,7
Peripheral Blood Mononuclear Cells - Cryopreserved（HEM-PB009C2-1VIAL[25 x 10^6 cells]）（カテゴリ：細胞） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=6457167&ServerKey=Primary&selPrice=1,7
Anti CD8α（WSU-BOV2017-0.1MG）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=6643757&ServerKey=Primary&selPrice=1,7
"Hematoxylin, Weigert's Iron Kit（SCY-HWI1-250ML[125 ml each]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=6868254&ServerKey=Primary&selPrice=1,7
"Poly-D-Lysine coated German glass coverslips, sterilized by radiation, ready to use, 12mm round, #1 thickness（NEU-H12PDL-45PC[15/bag x 3 bags]）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=6931196&ServerKey=Primary&selPrice=1,7
Express DNA methylation kit（ENZ-ENZ450010050-50TEST）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=7024558&ServerKey=Primary&selPrice=1,7
AccuOrange<sup>TM</sup> Protein Quantitation Kit（BTI-30071T-1KIT[200 assays]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=7070791&ServerKey=Primary&selPrice=1,7
"NGA2F Glycan (FA2, G0F), APTS Labeled（LUD-CAPTSNGA2F01-20PMOL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=7162861&ServerKey=Primary&selPrice=1,7
CytoSelect<sup>TM</sup> BrdU Cell Proliferation ELISA Kit（CBL-CBA251-96ASSAY）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=7326172&ServerKey=Primary&selPrice=1,7
BioCoat<sup>TM</sup> Poly-D-Lysine/Laminin 96-well plate（COI-354596-5PLATE[5_パック]）（カテゴリ：培地、培養試薬・機材） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=7332632&ServerKey=Primary&selPrice=1,7
EPIXTRACT<sup>(R)</sup> Nuclear Protein Isolation Kit（ENZ-ENZ450160100-100RXN）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=7392436&ServerKey=Primary&selPrice=1,7
Lipid Quantitation Kit (Colorimetric)（CBL-STA613-100ASSAY）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=7590385&ServerKey=Primary&selPrice=1,7
ExcelBand 100 bp DNA Ladder（SMO-DM2100-500UL）（カテゴリ：分離・精製） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=8753140&ServerKey=Primary&selPrice=1,7
ReadiUse<sup>TM</sup> TCA Deproteinization Sample Preparation Kit（ABD-19501-200TEST）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=16096340&ServerKey=Primary&selPrice=1,7
CF<sup>(R)</sup>568 dCTP（BTI-40055T-5NMOL）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=17104824&ServerKey=Primary&selPrice=1,6
ExcelBand All Blue Regular Range Protein Marker（SMO-PM1500-500UL[250 μl x 2]）（カテゴリ：分離・精製） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=8753152&ServerKey=Primary&selPrice=1,6
RNAscope<sup>TM</sup> 2.5 HD Reagent Kit- BROWN（ADC-322300-1KIT[for 20 slides]）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=16175742&ServerKey=Primary&selPrice=1,6
Melatonin ELISA Kit（ENZ-ENZKIT1500001-96WELL）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=16245644&ServerKey=Primary&selPrice=1,6
BirA biotin-protein ligase standard reaction kit（AVI-BIRA500-2*20UG[2×20_μg]）（カテゴリ：遺伝子工学） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1684253&ServerKey=Primary&selPrice=1,6
RNAscope<sup>TM</sup> 2.5 Duplex Positive Control Probe PPIB-C1/POLR2A-C2 - Mm（ADC-321651-1VIAL[for 20 slides]）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=17084513&ServerKey=Primary&selPrice=1,6
Hoechst 33342 *20 mM solution in water*（ABD-17535-5ML）（カテゴリ：検出試薬） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1579987&ServerKey=Primary&selPrice=1,6
"Anti HER2/ErbB2, Trial Size: 20 UL（PGI-603111IG-20UL）（カテゴリ：抗体関連） | 商品情報 | コスモ・バイオ株式会社",/view/p_view.asp?PrimaryKeyValue=17568336&ServerKey=Primary&selPrice=1,6
CellBrite<sup>TM</sup> Orange Cytoplasmic Membrane Dye（BTI-30022-1ML）（カテゴリ：定量･検出キット） | 商品情報 | コスモ・バイオ株式会社,/view/p_view.asp?PrimaryKeyValue=1806572&ServerKey=Primary&selPrice=1,6
